indoor_model,outdoor_model,series,feature_key,availability,condition,source_page,confidence
FTXM50XVMV,RXM50XVMV,FTXM,child_lock,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,timer,YES,24H,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,super_pcb,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,anti_corrosion_fin,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,microchannel,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,dual_power_supply,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,hybrid_cooling,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,humidity_sensor,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,humi_comfort,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,humi_comfort_plus,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,streamer,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,anti_mold_streamer,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,anti_mold_indoor,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,enzyme_blue_pm25,NO,Enzyme Blue; catalog does not mark PM2.5,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,powerful,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,indoor_quiet,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,outdoor_quiet,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,night_mode,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,comfort_sleep,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,comfort_airflow,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,airflow_3d,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,intelligent_eye,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,intelligent_eye_2_area,NO,25/35 only,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,standby_saving,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,econo,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,backlit_remote,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,child_lock,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,timer,YES,24H,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,super_pcb,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,anti_corrosion_fin,YES,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,microchannel,NO,,4-5,VERIFIED
FTXV50QVMV,RXV50QVMV,FTXV,dual_power_supply,NO,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,hybrid_cooling,NO,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,humidity_sensor,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,humi_comfort,NO,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,humi_comfort_plus,NO,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,streamer,NO,25/35 only,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,anti_mold_streamer,NO,25/35 only,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,anti_mold_indoor,YES,50/60/71 only,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,powerful,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,indoor_quiet,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,outdoor_quiet,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,night_mode,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,comfort_sleep,NO,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,comfort_airflow,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,airflow_3d,NO,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,intelligent_eye,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,standby_saving,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,econo,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,backlit_remote,YES,50/60/71 only,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,child_lock,YES,50/60/71 only,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,timer,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,super_pcb,NO,25/35 only,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,anti_corrosion_fin,YES,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,microchannel,NO,,4-5,VERIFIED
FTHF50AVMV,RHF50AVMV,FTHF,dual_power_supply,NO,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,hybrid_cooling,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,humidity_sensor,NO,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,humi_comfort,NO,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,humi_comfort_plus,NO,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,streamer,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,anti_mold_streamer,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,anti_mold_indoor,NO,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,enzyme_blue_pm25,NO,Enzyme Blue; catalog does not mark PM2.5,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,powerful,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,indoor_quiet,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,outdoor_quiet,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,night_mode,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,comfort_sleep,NO,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,comfort_airflow,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,airflow_3d,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,intelligent_eye,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,intelligent_eye_2_area,NO,25/35 only,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,standby_saving,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,econo,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,smartphone_control,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,backlit_remote,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,child_lock,NO,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,timer,YES,24H,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,super_pcb,YES,,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,anti_corrosion_fin,NO,25/35 only,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,microchannel,YES,50/60/71 only,4-5,VERIFIED
FTKZ60VVMV,RKZ60VVMV,FTKZ,dual_power_supply,NO,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,hybrid_cooling,NO,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,humidity_sensor,NO,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,humi_comfort,NO,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,humi_comfort_plus,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,streamer,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,anti_mold_streamer,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,anti_mold_indoor,NO,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,powerful,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,indoor_quiet,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,outdoor_quiet,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,night_mode,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,comfort_sleep,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,comfort_airflow,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,airflow_3d,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,intelligent_eye,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,standby_saving,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,econo,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,smartphone_control,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,backlit_remote,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,child_lock,NO,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,timer,YES,24H,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,super_pcb,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,anti_corrosion_fin,YES,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,microchannel,NO,,4-5,VERIFIED
FTKM60AVMV,RKM60AVMV,FTKM,dual_power_supply,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,hybrid_cooling,NO,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,humidity_sensor,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,humi_comfort,NO,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,humi_comfort_plus,NO,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,streamer,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,anti_mold_streamer,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,anti_mold_indoor,NO,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,powerful,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,indoor_quiet,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,outdoor_quiet,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,night_mode,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,comfort_sleep,NO,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,comfort_airflow,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,airflow_3d,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,intelligent_eye,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,standby_saving,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,econo,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,smartphone_control,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,backlit_remote,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,child_lock,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,timer,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,super_pcb,YES,,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,anti_corrosion_fin,NO,25/35 only,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,microchannel,YES,50/60/71 only,4-5,VERIFIED
FTKY60ZVMV,RKY60ZVMV,FTKY,dual_power_supply,NO,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,hybrid_cooling,NO,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,humidity_sensor,NO,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,humi_comfort,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,humi_comfort_plus,NO,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,streamer,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,anti_mold_streamer,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,anti_mold_indoor,NO,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,enzyme_blue_pm25,YES,50/60/71 only,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,powerful,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,indoor_quiet,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,outdoor_quiet,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,night_mode,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,comfort_sleep,NO,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,comfort_airflow,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,airflow_3d,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,intelligent_eye,NO,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,standby_saving,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,econo,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,smartphone_control,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,backlit_remote,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,child_lock,NO,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,timer,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,super_pcb,YES,,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,anti_corrosion_fin,NO,25/35/50 only,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,microchannel,YES,60/71 only,4-5,VERIFIED
FTKF60ZVMV,RKF60ZVMV,FTKF,dual_power_supply,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,hybrid_cooling,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,humidity_sensor,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,humi_comfort,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,humi_comfort_plus,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,streamer,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,anti_mold_streamer,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,anti_mold_indoor,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,enzyme_blue_pm25,OPTIONAL,Tùy chọn,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,powerful,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,indoor_quiet,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,outdoor_quiet,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,night_mode,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,comfort_sleep,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,comfort_airflow,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,airflow_3d,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,intelligent_eye,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,standby_saving,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,econo,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,backlit_remote,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,child_lock,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,timer,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,super_pcb,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,anti_corrosion_fin,YES,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,microchannel,NO,,4-5,VERIFIED
FTHB60ZVMV,RHB60ZVMV,FTHB,dual_power_supply,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,hybrid_cooling,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,humidity_sensor,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,humi_comfort,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,humi_comfort_plus,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,streamer,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,anti_mold_streamer,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,anti_mold_indoor,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,enzyme_blue_pm25,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,powerful,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,indoor_quiet,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,outdoor_quiet,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,night_mode,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,comfort_sleep,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,comfort_airflow,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,airflow_3d,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,intelligent_eye,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,standby_saving,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,econo,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,backlit_remote,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,child_lock,NO,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,timer,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,super_pcb,YES,,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,anti_corrosion_fin,NO,25/35/50 only,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,microchannel,YES,60 only,4-5,VERIFIED
FTKB60ZVMV,RKB60ZVMV,FTKB,dual_power_supply,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,hybrid_cooling,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,humidity_sensor,NO,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,humi_comfort,NO,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,humi_comfort_plus,NO,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,streamer,NO,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,anti_mold_streamer,NO,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,anti_mold_indoor,NO,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,powerful,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,indoor_quiet,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,outdoor_quiet,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,night_mode,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,comfort_sleep,NO,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,comfort_airflow,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,airflow_3d,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,intelligent_eye,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,intelligent_eye_2_area,NO,25/35 only,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,standby_saving,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,econo,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,backlit_remote,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,child_lock,NO,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,timer,YES,24H,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,super_pcb,NO,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,anti_corrosion_fin,YES,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,microchannel,NO,,4-5,VERIFIED
FTXM60XVMV,RXM60XVMV,FTXM,dual_power_supply,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,hybrid_cooling,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,humidity_sensor,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,humi_comfort,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,humi_comfort_plus,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,streamer,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,anti_mold_streamer,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,anti_mold_indoor,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,enzyme_blue_pm25,NO,Enzyme Blue; catalog does not mark PM2.5,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,powerful,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,indoor_quiet,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,outdoor_quiet,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,night_mode,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,comfort_sleep,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,comfort_airflow,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,airflow_3d,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,intelligent_eye,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,intelligent_eye_2_area,NO,25/35 only,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,standby_saving,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,econo,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,backlit_remote,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,child_lock,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,timer,YES,24H,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,super_pcb,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,anti_corrosion_fin,YES,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,microchannel,NO,,4-5,VERIFIED
FTXV60QVMV,RXV60QVMV,FTXV,dual_power_supply,NO,,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,hybrid_cooling,NO,,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,humidity_sensor,YES,,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,humi_comfort,NO,,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,humi_comfort_plus,NO,,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,streamer,NO,25/35 only,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,anti_mold_streamer,NO,25/35 only,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,anti_mold_indoor,YES,50/60/71 only,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,powerful,YES,,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,indoor_quiet,YES,,4-5,VERIFIED
FTHF60AVMV,RHF60AVMV,FTHF,outdoor_quiet,YES,,4-5,VERIFIED
